n,d,pval,test
10,1,0.13686313686313686,LjungBox
10,1,0.24575424575424576,LjungBox
10,1,0.4675324675324675,LjungBox
10,1,0.014985014985014986,LjungBox
10,1,0.013986013986013986,LjungBox
10,1,0.5644355644355644,LjungBox
10,1,0.23976023976023977,LjungBox
10,1,0.22077922077922077,LjungBox
10,1,0.994005994005994,LjungBox
10,1,0.7642357642357642,LjungBox
10,1,0.000999000999000999,LjungBox
10,1,0.15684315684315683,LjungBox
10,1,0.00999000999000999,LjungBox
10,1,0.4125874125874126,LjungBox
10,1,0.20679320679320679,LjungBox
10,1,0.906093906093906,LjungBox
10,1,0.20279720279720279,LjungBox
10,1,0.957042957042957,LjungBox
10,1,0.06893106893106893,LjungBox
10,1,0.4045954045954046,LjungBox
10,1,0.4175824175824176,LjungBox
10,1,0.07392607392607392,LjungBox
10,1,0.16483516483516483,LjungBox
10,1,0.5654345654345654,LjungBox
10,1,0.44655344655344653,LjungBox
10,1,0.13586413586413587,LjungBox
10,1,0.07092907092907093,LjungBox
10,1,0.1028971028971029,LjungBox
10,1,0.14585414585414586,LjungBox
10,1,0.028971028971028972,LjungBox
10,1,0.03996003996003996,LjungBox
10,1,0.026973026973026972,LjungBox
10,1,0.44455544455544455,LjungBox
10,1,0.022977022977022976,LjungBox
10,1,0.05094905094905095,LjungBox
10,1,0.06293706293706294,LjungBox
10,1,0.7922077922077922,LjungBox
10,1,0.13086913086913088,LjungBox
10,1,0.059940059940059943,LjungBox
10,1,0.5134865134865135,LjungBox
10,1,0.6763236763236763,LjungBox
10,1,0.3336663336663337,LjungBox
10,1,0.2007992007992008,LjungBox
10,1,0.7432567432567433,LjungBox
10,1,0.5154845154845155,LjungBox
10,1,0.057942057942057944,LjungBox
10,1,0.18081918081918083,LjungBox
10,1,0.08491508491508491,LjungBox
10,1,0.926073926073926,LjungBox
10,1,0.02197802197802198,LjungBox
10,1,0.4885114885114885,LjungBox
10,1,0.1258741258741259,LjungBox
10,1,0.15984015984015984,LjungBox
10,1,0.03896103896103896,LjungBox
10,1,0.6283716283716284,LjungBox
10,1,0.5924075924075924,LjungBox
10,1,0.026973026973026972,LjungBox
10,1,0.8441558441558441,LjungBox
10,1,0.8491508491508492,LjungBox
10,1,0.057942057942057944,LjungBox
10,1,0.001998001998001998,LjungBox
10,1,0.002997002997002997,LjungBox
10,1,0.7002997002997003,LjungBox
10,1,0.47652347652347654,LjungBox
10,1,0.001998001998001998,LjungBox
10,1,0.8811188811188811,LjungBox
10,1,0.08291708291708291,LjungBox
10,1,0.004995004995004995,LjungBox
10,1,0.4245754245754246,LjungBox
10,1,0.002997002997002997,LjungBox
10,1,0.5274725274725275,LjungBox
10,1,0.04795204795204795,LjungBox
10,1,0.005994005994005994,LjungBox
10,1,0.5554445554445554,LjungBox
10,1,0.25574425574425574,LjungBox
10,1,0.08091908091908091,LjungBox
10,1,0.017982017982017984,LjungBox
10,1,0.2907092907092907,LjungBox
10,1,0.4975024975024975,LjungBox
10,1,0.4775224775224775,LjungBox
10,1,0.006993006993006993,LjungBox
10,1,0.7412587412587412,LjungBox
10,1,0.7732267732267732,LjungBox
10,1,0.5214785214785215,LjungBox
10,1,0.04795204795204795,LjungBox
10,1,0.04095904095904096,LjungBox
10,1,0.02197802197802198,LjungBox
10,1,0.22477522477522477,LjungBox
10,1,0.7092907092907093,LjungBox
10,1,0.11488511488511488,LjungBox
10,1,0.8651348651348651,LjungBox
10,1,0.029970029970029972,LjungBox
10,1,0.8341658341658341,LjungBox
10,1,0.22877122877122877,LjungBox
10,1,0.24375624375624375,LjungBox
10,1,0.7142857142857143,LjungBox
10,1,0.35764235764235763,LjungBox
10,1,0.04195804195804196,LjungBox
10,1,0.4145854145854146,LjungBox
10,1,0.2907092907092907,LjungBox
10,1,0.7142857142857143,LjungBox
10,1,0.39760239760239763,LjungBox
10,1,0.016983016983016984,LjungBox
10,1,0.003996003996003996,LjungBox
10,1,0.41858141858141856,LjungBox
10,1,0.3786213786213786,LjungBox
10,1,0.09090909090909091,LjungBox
10,1,0.46053946053946054,LjungBox
10,1,0.16383616383616384,LjungBox
10,1,0.974025974025974,LjungBox
10,1,0.03396603396603397,LjungBox
10,1,0.12787212787212787,LjungBox
10,1,0.9100899100899101,LjungBox
10,1,0.011988011988011988,LjungBox
10,1,0.5654345654345654,LjungBox
10,1,0.08691308691308691,LjungBox
10,1,0.08591408591408592,LjungBox
10,1,0.44155844155844154,LjungBox
10,1,0.13986013986013987,LjungBox
10,1,0.2097902097902098,LjungBox
10,1,0.4385614385614386,LjungBox
10,1,0.21178821178821178,LjungBox
10,1,0.003996003996003996,LjungBox
10,1,0.6093906093906094,LjungBox
10,1,0.4355644355644356,LjungBox
10,1,0.006993006993006993,LjungBox
10,1,0.00999000999000999,LjungBox
10,1,0.20679320679320679,LjungBox
10,1,0.29270729270729273,LjungBox
10,1,0.2917082917082917,LjungBox
10,1,0.11388611388611389,LjungBox
10,1,0.014985014985014986,LjungBox
10,1,0.014985014985014986,LjungBox
10,1,0.5864135864135864,LjungBox
10,1,0.7612387612387612,LjungBox
10,1,0.13386613386613386,LjungBox
10,1,0.3916083916083916,LjungBox
10,1,0.4775224775224775,LjungBox
10,1,0.8111888111888111,LjungBox
10,1,0.004995004995004995,LjungBox
10,1,0.6683316683316683,LjungBox
10,1,0.07592407592407592,LjungBox
10,1,0.08291708291708291,LjungBox
10,1,0.015984015984015984,LjungBox
10,1,0.7272727272727273,LjungBox
10,1,0.002997002997002997,LjungBox
10,1,0.24475524475524477,LjungBox
10,1,0.3986013986013986,LjungBox
10,1,0.1978021978021978,LjungBox
10,1,0.055944055944055944,LjungBox
10,1,0.6573426573426573,LjungBox
10,1,0.6983016983016983,LjungBox
10,1,0.8721278721278721,LjungBox
10,1,0.7322677322677322,LjungBox
10,1,0.21678321678321677,LjungBox
10,1,0.9270729270729271,LjungBox
10,1,0.0979020979020979,LjungBox
10,1,0.2217782217782218,LjungBox
10,1,0.9280719280719281,LjungBox
10,1,0.929070929070929,LjungBox
10,1,0.42357642357642356,LjungBox
10,1,0.6223776223776224,LjungBox
10,1,0.04695304695304695,LjungBox
10,1,0.6673326673326674,LjungBox
10,1,0.052947052947052944,LjungBox
10,1,0.7782217782217782,LjungBox
10,1,0.5324675324675324,LjungBox
10,1,0.053946053946053944,LjungBox
10,1,0.7072927072927073,LjungBox
10,1,0.04695304695304695,LjungBox
10,1,0.5194805194805194,LjungBox
10,1,0.06293706293706294,LjungBox
10,1,0.1258741258741259,LjungBox
10,1,0.6073926073926074,LjungBox
10,1,0.3786213786213786,LjungBox
10,1,0.14985014985014986,LjungBox
10,1,0.6153846153846154,LjungBox
10,1,0.12287712287712288,LjungBox
10,1,0.04995004995004995,LjungBox
10,1,0.01098901098901099,LjungBox
10,1,0.1068931068931069,LjungBox
10,1,0.022977022977022976,LjungBox
10,1,0.03196803196803197,LjungBox
10,1,0.6403596403596403,LjungBox
10,1,0.8311688311688312,LjungBox
10,1,0.8861138861138861,LjungBox
10,1,0.8341658341658341,LjungBox
10,1,0.5594405594405595,LjungBox
10,1,0.12987012987012986,LjungBox
10,1,0.03596403596403597,LjungBox
10,1,0.3086913086913087,LjungBox
10,1,0.6863136863136863,LjungBox
10,1,0.7712287712287712,LjungBox
10,1,0.6953046953046953,LjungBox
10,1,0.08591408591408592,LjungBox
10,1,0.1028971028971029,LjungBox
10,1,0.000999000999000999,LjungBox
10,1,0.23376623376623376,LjungBox
10,1,0.6563436563436563,LjungBox
20,1,0.4165834165834166,LjungBox
20,1,0.6093906093906094,LjungBox
20,1,0.31368631368631367,LjungBox
20,1,0.8111888111888111,LjungBox
20,1,0.012987012987012988,LjungBox
20,1,0.04695304695304695,LjungBox
20,1,0.006993006993006993,LjungBox
20,1,0.4095904095904096,LjungBox
20,1,0.18981018981018982,LjungBox
20,1,0.978021978021978,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.5644355644355644,LjungBox
20,1,0.07592407592407592,LjungBox
20,1,0.5864135864135864,LjungBox
20,1,0.17182817182817184,LjungBox
20,1,0.9630369630369631,LjungBox
20,1,0.5124875124875125,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.11988011988011989,LjungBox
20,1,0.14985014985014986,LjungBox
20,1,0.004995004995004995,LjungBox
20,1,0.4875124875124875,LjungBox
20,1,0.4865134865134865,LjungBox
20,1,0.022977022977022976,LjungBox
20,1,0.8591408591408591,LjungBox
20,1,0.22777222777222778,LjungBox
20,1,0.964035964035964,LjungBox
20,1,0.5364635364635365,LjungBox
20,1,0.004995004995004995,LjungBox
20,1,0.4775224775224775,LjungBox
20,1,1.0,LjungBox
20,1,0.03596403596403597,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.8831168831168831,LjungBox
20,1,0.03496503496503497,LjungBox
20,1,0.3516483516483517,LjungBox
20,1,0.26573426573426573,LjungBox
20,1,0.5124875124875125,LjungBox
20,1,0.030969030969030968,LjungBox
20,1,0.023976023976023976,LjungBox
20,1,0.44555444555444557,LjungBox
20,1,0.7392607392607392,LjungBox
20,1,0.7052947052947053,LjungBox
20,1,0.8011988011988012,LjungBox
20,1,0.45454545454545453,LjungBox
20,1,0.061938061938061936,LjungBox
20,1,0.5124875124875125,LjungBox
20,1,0.022977022977022976,LjungBox
20,1,0.011988011988011988,LjungBox
20,1,0.04995004995004995,LjungBox
20,1,0.23476523476523475,LjungBox
20,1,0.09290709290709291,LjungBox
20,1,0.37462537462537465,LjungBox
20,1,0.9010989010989011,LjungBox
20,1,0.04995004995004995,LjungBox
20,1,0.05194805194805195,LjungBox
20,1,0.6673326673326674,LjungBox
20,1,0.03196803196803197,LjungBox
20,1,0.2097902097902098,LjungBox
20,1,0.9430569430569431,LjungBox
20,1,0.015984015984015984,LjungBox
20,1,0.11788211788211789,LjungBox
20,1,0.5414585414585414,LjungBox
20,1,0.052947052947052944,LjungBox
20,1,0.2787212787212787,LjungBox
20,1,0.3966033966033966,LjungBox
20,1,0.3546453546453546,LjungBox
20,1,0.936063936063936,LjungBox
20,1,0.5944055944055944,LjungBox
20,1,0.16583416583416583,LjungBox
20,1,0.6973026973026973,LjungBox
20,1,0.025974025974025976,LjungBox
20,1,0.7962037962037962,LjungBox
20,1,0.8331668331668332,LjungBox
20,1,0.7282717282717283,LjungBox
20,1,0.32367632367632365,LjungBox
20,1,0.4155844155844156,LjungBox
20,1,0.14585414585414586,LjungBox
20,1,0.5054945054945055,LjungBox
20,1,0.011988011988011988,LjungBox
20,1,0.9790209790209791,LjungBox
20,1,0.015984015984015984,LjungBox
20,1,0.4125874125874126,LjungBox
20,1,0.37362637362637363,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.5884115884115884,LjungBox
20,1,0.991008991008991,LjungBox
20,1,0.21478521478521478,LjungBox
20,1,0.03296703296703297,LjungBox
20,1,0.13986013986013987,LjungBox
20,1,0.003996003996003996,LjungBox
20,1,0.999000999000999,LjungBox
20,1,0.7602397602397603,LjungBox
20,1,0.025974025974025976,LjungBox
20,1,0.7322677322677322,LjungBox
20,1,0.14085914085914086,LjungBox
20,1,0.43156843156843155,LjungBox
20,1,0.024975024975024976,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.03396603396603397,LjungBox
20,1,0.5904095904095904,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.07892107892107893,LjungBox
20,1,0.34265734265734266,LjungBox
20,1,0.4435564435564436,LjungBox
20,1,0.5674325674325674,LjungBox
20,1,0.1108891108891109,LjungBox
20,1,0.7862137862137862,LjungBox
20,1,0.022977022977022976,LjungBox
20,1,0.40559440559440557,LjungBox
20,1,0.42657342657342656,LjungBox
20,1,0.35264735264735264,LjungBox
20,1,0.32667332667332666,LjungBox
20,1,0.7662337662337663,LjungBox
20,1,0.11588411588411589,LjungBox
20,1,0.9430569430569431,LjungBox
20,1,0.6023976023976024,LjungBox
20,1,0.9410589410589411,LjungBox
20,1,0.3076923076923077,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.8981018981018981,LjungBox
20,1,0.9340659340659341,LjungBox
20,1,0.024975024975024976,LjungBox
20,1,0.003996003996003996,LjungBox
20,1,0.8701298701298701,LjungBox
20,1,0.6153846153846154,LjungBox
20,1,0.012987012987012988,LjungBox
20,1,0.7452547452547452,LjungBox
20,1,0.1838161838161838,LjungBox
20,1,0.5924075924075924,LjungBox
20,1,0.2677322677322677,LjungBox
20,1,0.06893106893106893,LjungBox
20,1,0.35364635364635366,LjungBox
20,1,0.6793206793206793,LjungBox
20,1,0.02197802197802198,LjungBox
20,1,0.17582417582417584,LjungBox
20,1,0.3996003996003996,LjungBox
20,1,0.026973026973026972,LjungBox
20,1,0.06993006993006994,LjungBox
20,1,0.7202797202797203,LjungBox
20,1,0.9270729270729271,LjungBox
20,1,0.2897102897102897,LjungBox
20,1,0.6083916083916084,LjungBox
20,1,0.6803196803196803,LjungBox
20,1,0.3026973026973027,LjungBox
20,1,0.5654345654345654,LjungBox
20,1,0.04795204795204795,LjungBox
20,1,0.012987012987012988,LjungBox
20,1,0.02197802197802198,LjungBox
20,1,0.4855144855144855,LjungBox
20,1,0.8341658341658341,LjungBox
20,1,0.007992007992007992,LjungBox
20,1,0.1088911088911089,LjungBox
20,1,0.04795204795204795,LjungBox
20,1,0.42957042957042957,LjungBox
20,1,0.15184815184815184,LjungBox
20,1,0.4955044955044955,LjungBox
20,1,0.8601398601398601,LjungBox
20,1,0.23976023976023977,LjungBox
20,1,0.5234765234765235,LjungBox
20,1,0.9180819180819181,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.17382617382617382,LjungBox
20,1,0.3546453546453546,LjungBox
20,1,0.21178821178821178,LjungBox
20,1,0.34865134865134867,LjungBox
20,1,0.04095904095904096,LjungBox
20,1,0.8341658341658341,LjungBox
20,1,0.05094905094905095,LjungBox
20,1,0.6653346653346653,LjungBox
20,1,0.04195804195804196,LjungBox
20,1,0.8141858141858141,LjungBox
20,1,0.008991008991008992,LjungBox
20,1,0.8191808191808192,LjungBox
20,1,0.45254745254745254,LjungBox
20,1,0.03696303696303696,LjungBox
20,1,0.5194805194805194,LjungBox
20,1,0.08091908091908091,LjungBox
20,1,0.7922077922077922,LjungBox
20,1,0.8101898101898102,LjungBox
20,1,0.16183816183816183,LjungBox
20,1,0.023976023976023976,LjungBox
20,1,0.957042957042957,LjungBox
20,1,0.5014985014985015,LjungBox
20,1,0.013986013986013986,LjungBox
20,1,0.017982017982017984,LjungBox
20,1,0.002997002997002997,LjungBox
20,1,0.027972027972027972,LjungBox
20,1,0.6563436563436563,LjungBox
20,1,0.2017982017982018,LjungBox
20,1,0.24275724275724275,LjungBox
20,1,0.5024975024975025,LjungBox
20,1,0.5044955044955045,LjungBox
20,1,0.1938061938061938,LjungBox
20,1,0.26573426573426573,LjungBox
20,1,0.08491508491508491,LjungBox
20,1,0.9080919080919081,LjungBox
20,1,0.21078921078921078,LjungBox
20,1,0.011988011988011988,LjungBox
20,1,0.9110889110889111,LjungBox
20,1,0.8421578421578422,LjungBox
20,1,0.33966033966033965,LjungBox
20,1,0.4595404595404595,LjungBox
20,1,0.004995004995004995,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.3086913086913087,LjungBox
20,1,0.30569430569430567,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.04495504495504495,LjungBox
20,1,0.22777222777222778,LjungBox
20,1,0.8491508491508492,LjungBox
20,1,0.8731268731268731,LjungBox
20,1,0.2817182817182817,LjungBox
20,1,0.99000999000999,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.024975024975024976,LjungBox
20,1,0.4825174825174825,LjungBox
20,1,0.974025974025974,LjungBox
20,1,0.6303696303696303,LjungBox
20,1,0.023976023976023976,LjungBox
20,1,0.28771228771228774,LjungBox
20,1,0.005994005994005994,LjungBox
20,1,0.8311688311688312,LjungBox
20,1,0.20679320679320679,LjungBox
20,1,0.06393606393606394,LjungBox
20,1,0.3206793206793207,LjungBox
20,1,0.005994005994005994,LjungBox
20,1,0.026973026973026972,LjungBox
20,1,0.7312687312687313,LjungBox
20,1,0.9600399600399601,LjungBox
20,1,0.16383616383616384,LjungBox
20,1,0.9240759240759241,LjungBox
20,1,0.022977022977022976,LjungBox
20,1,0.18281718281718282,LjungBox
20,1,0.7102897102897103,LjungBox
20,1,0.04395604395604396,LjungBox
20,1,0.7962037962037962,LjungBox
20,1,0.04095904095904096,LjungBox
20,1,0.26873126873126874,LjungBox
20,1,0.11888111888111888,LjungBox
20,1,0.27372627372627373,LjungBox
20,1,0.8431568431568431,LjungBox
20,1,0.005994005994005994,LjungBox
20,1,0.36363636363636365,LjungBox
20,1,0.994005994005994,LjungBox
20,1,0.9630369630369631,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.35064935064935066,LjungBox
20,1,0.45554445554445555,LjungBox
20,1,0.2857142857142857,LjungBox
20,1,0.17182817182817184,LjungBox
20,1,0.7572427572427572,LjungBox
20,1,0.15084915084915085,LjungBox
20,1,0.35264735264735264,LjungBox
20,1,0.8201798201798202,LjungBox
20,1,0.014985014985014986,LjungBox
20,1,0.07692307692307693,LjungBox
20,1,0.013986013986013986,LjungBox
20,1,0.4325674325674326,LjungBox
20,1,0.5774225774225774,LjungBox
20,1,0.5674325674325674,LjungBox
20,1,0.36863136863136864,LjungBox
20,1,0.04795204795204795,LjungBox
20,1,0.007992007992007992,LjungBox
20,1,0.03996003996003996,LjungBox
20,1,0.7072927072927073,LjungBox
20,1,0.6363636363636364,LjungBox
20,1,0.05194805194805195,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.13986013986013987,LjungBox
20,1,0.6673326673326674,LjungBox
20,1,0.1008991008991009,LjungBox
20,1,0.000999000999000999,LjungBox
20,1,0.09290709290709291,LjungBox
20,1,0.7262737262737263,LjungBox
20,1,0.08491508491508491,LjungBox
20,1,0.001998001998001998,LjungBox
20,1,0.3166833166833167,LjungBox
20,1,0.5824175824175825,LjungBox
20,1,0.07392607392607392,LjungBox
20,1,0.04095904095904096,LjungBox
20,1,0.15684315684315683,LjungBox
20,1,0.004995004995004995,LjungBox
20,1,0.07092907092907093,LjungBox
20,1,0.46353646353646355,LjungBox
20,1,0.8691308691308691,LjungBox
20,1,0.11988011988011989,LjungBox
20,1,0.17782217782217782,LjungBox
20,1,0.10589410589410589,LjungBox
20,1,0.017982017982017984,LjungBox
20,1,0.9330669330669331,LjungBox
20,1,0.8161838161838162,LjungBox
20,1,0.027972027972027972,LjungBox
20,1,0.39760239760239763,LjungBox
20,1,0.9300699300699301,LjungBox
20,1,0.04195804195804196,LjungBox
20,1,0.015984015984015984,LjungBox
20,1,0.017982017982017984,LjungBox
20,1,0.3206793206793207,LjungBox
20,1,0.8781218781218781,LjungBox
30,1,0.23601204342296683,LjungBox
30,1,0.2703429629669216,LjungBox
30,1,0.29118607128275614,LjungBox
30,1,0.04112093734914707,LjungBox
30,1,0.2483779165511933,LjungBox
30,1,0.0002456806316370176,LjungBox
30,1,0.0008078567398029861,LjungBox
30,1,0.5695527462678569,LjungBox
30,1,0.2825645216768161,LjungBox
30,1,0.4882381572148642,LjungBox
30,1,0.019991936113846986,LjungBox
30,1,0.29708719979168874,LjungBox
30,1,0.020823684086519884,LjungBox
30,1,0.01070267982526088,LjungBox
30,1,0.024510591547793094,LjungBox
30,1,0.18567480390867558,LjungBox
30,1,0.194291329830437,LjungBox
30,1,0.00011722026459987947,LjungBox
30,1,0.6481379094677548,LjungBox
30,1,0.6257621278757219,LjungBox
30,1,0.003445052064452615,LjungBox
30,1,0.5457258485834994,LjungBox
30,1,0.271920581526717,LjungBox
30,1,3.181989323579132e-05,LjungBox
30,1,0.13690522515774634,LjungBox
30,1,0.8505815813235094,LjungBox
30,1,0.9739566791371403,LjungBox
30,1,0.14028771649924807,LjungBox
30,1,2.0794261630057176e-05,LjungBox
30,1,0.022947223152284243,LjungBox
30,1,0.9134924511256358,LjungBox
30,1,0.993309849489728,LjungBox
30,1,0.00045496880019489113,LjungBox
30,1,0.44197216830235064,LjungBox
30,1,0.06673163539767532,LjungBox
30,1,0.011194708837597725,LjungBox
30,1,0.30428506569911307,LjungBox
30,1,0.00203251979499777,LjungBox
30,1,0.0007098900918104716,LjungBox
30,1,0.0012152701438449692,LjungBox
30,1,0.39365321294611944,LjungBox
30,1,0.9981921299112607,LjungBox
30,1,0.511482260525641,LjungBox
30,1,0.8914444853567163,LjungBox
30,1,0.3175885844168388,LjungBox
30,1,0.08798805887869378,LjungBox
30,1,0.9023012122164352,LjungBox
30,1,0.013052382332453353,LjungBox
30,1,0.022842472770571876,LjungBox
30,1,0.11139457230878128,LjungBox
30,1,0.04630041500732568,LjungBox
30,1,0.28942299372432234,LjungBox
30,1,0.36236838519551084,LjungBox
30,1,0.20756677244311003,LjungBox
30,1,0.0352959593269505,LjungBox
30,1,0.10339915172279197,LjungBox
30,1,0.3901804219960703,LjungBox
30,1,0.7349831781184095,LjungBox
30,1,0.9250100817791489,LjungBox
30,1,0.025974940397927467,LjungBox
30,1,0.00026235724945569905,LjungBox
30,1,0.18261598853576766,LjungBox
30,1,0.29073523916604677,LjungBox
30,1,0.0005017829756510832,LjungBox
30,1,0.013590608410966489,LjungBox
30,1,0.44206817300124024,LjungBox
30,1,0.637908059351672,LjungBox
30,1,0.2867564051125815,LjungBox
30,1,0.8103522119747805,LjungBox
30,1,0.2662863639068698,LjungBox
30,1,0.9184625302295816,LjungBox
30,1,0.032706747290805666,LjungBox
30,1,0.7378955696739815,LjungBox
30,1,0.6397519867821769,LjungBox
30,1,0.41561330381460326,LjungBox
30,1,0.4975837671353682,LjungBox
30,1,0.7886846856496905,LjungBox
30,1,0.066812353116593,LjungBox
30,1,0.20972463926616644,LjungBox
30,1,0.01225650351827968,LjungBox
30,1,0.1669913435090787,LjungBox
30,1,0.001212111102440202,LjungBox
30,1,0.9861656256404069,LjungBox
30,1,0.7683086116955309,LjungBox
30,1,0.0001358029809628466,LjungBox
30,1,0.041510504955034236,LjungBox
30,1,0.3566101251390664,LjungBox
30,1,0.9487738330824632,LjungBox
30,1,0.05677598193140432,LjungBox
30,1,0.0053704218806737685,LjungBox
30,1,0.0015223010249953623,LjungBox
30,1,0.17748341364150316,LjungBox
30,1,0.5775227364029337,LjungBox
30,1,0.14054878644853275,LjungBox
30,1,0.9996652909220711,LjungBox
30,1,0.31647595818118046,LjungBox
30,1,0.8113624667744134,LjungBox
30,1,0.005534876131260382,LjungBox
30,1,0.0027588666836536376,LjungBox
30,1,0.00016795503589985258,LjungBox
30,1,0.3053294377635504,LjungBox
30,1,0.09351225205141443,LjungBox
30,1,0.30999496781260294,LjungBox
30,1,0.11782010148624342,LjungBox
30,1,0.163211092020284,LjungBox
30,1,0.13456966440831208,LjungBox
30,1,0.3228583700876357,LjungBox
30,1,0.46897331958808064,LjungBox
30,1,0.05323991789910257,LjungBox
30,1,0.08133830422652522,LjungBox
30,1,0.13678926317854448,LjungBox
30,1,0.003137036009977257,LjungBox
30,1,0.7579560024480172,LjungBox
30,1,0.8207915018800384,LjungBox
30,1,0.6742544532266652,LjungBox
30,1,0.5629657413720828,LjungBox
30,1,0.45545764759400165,LjungBox
30,1,0.1256128182961408,LjungBox
30,1,0.1871456209850796,LjungBox
30,1,0.001535877313936187,LjungBox
30,1,0.24410308839165246,LjungBox
30,1,0.21110994919578963,LjungBox
30,1,0.14570593627065853,LjungBox
30,1,0.021168972126459636,LjungBox
30,1,0.7377502216216204,LjungBox
30,1,0.07888132797477135,LjungBox
30,1,0.5994447901052057,LjungBox
30,1,0.8968889543292373,LjungBox
30,1,0.00541635145203243,LjungBox
30,1,0.9870471410753421,LjungBox
30,1,0.4837379441909637,LjungBox
30,1,0.026668089368486157,LjungBox
30,1,0.09553521939871341,LjungBox
30,1,0.3870217442743388,LjungBox
30,1,0.041986359507429974,LjungBox
30,1,0.05112463565504854,LjungBox
